,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
4837,Gambler,-1995.0,169 min,"Action, Comedy, Crime",5.0,356,Dayal Nihalani,Govinda,Shilpa Shetty Kundra,Aditya Pancholi
4838,Game,-1993.0,131 min,"Action, Crime, Drama",5.1,53,Anil Mattoo,Naseeruddin Shah,Aditya Pancholi,Rahul Roy
4839,Game,-2011.0,135 min,"Action, Crime, Drama",5.2,"2,175",Abhinay Deo,Abhishek Bachchan,Kangana Ranaut,Anupam Kher
4840,Game,-2007.0,146 min,"Action, Crime, Drama",5.3,25,Shivram Yadav,Sherlyn Chopra,Sameer Dharmadhikari,Prashant Narayanan
4841,Game of Ayodhya,-2017.0,148 min,"Documentary, Drama",6.5,8,Sunil Singh,Arun Bakshi,Abhay Bhargava,Makrand Deshpande
4842,Game Over,-2017.0,140 min,Thriller,7.1,89,Paresh Vinodray Savani,Rima Mishra,Rajesh Sharma,Yashpal Sharma
4843,Game Over,-2013.0,,Animation,,,Rajiv Chilaka,,,
4844,Game Paisa Ladki,-2018.0,107 min,Drama,5.8,8,Sachin Agarwal,Ishteyak Arif,Deepans Garge,Ashraf Ul Haq
4845,Ganapath,-2022.0,,Action,,,Vikas Bahl,Kriti Sanon,Tiger Shroff,
4846,Gandabherunda - A Surfing Entertainer,-2022.0,,Sport,,,Inam,Inam,Sanjana Prakash,
4847,Gandharvya Kanya,-1979.0,,"Action, Adventure, Fantasy",4.7,6,P.S. Prakash,B. Vittalacharya,Anita,Anuradha
4848,Gandhi,-1982.0,191 min,"Biography, Drama, History",8.0,"2,20,118",Richard Attenborough,Ben Kingsley,John Gielgud,Rohini Hattangadi
4849,Gandhi Ki Zameen Par,-2012.0,90 min,"Crime, Drama, Thriller",,,Sunil Prem Vyas,Rajesh Mishra,Pooja Iyengar,Sangeeta Pant
4850,Gandhi to Hitler,-2011.0,108 min,"Drama, History, War",2.5,207,Rakesh Ranjan Kumar,Avijit Dutt,Raghuvir Yadav,Neha Dhupia
4851,Gandhi vs Aazaad,,,History,,,Megastar Maharishi Aazaad,Megastar Maharishi Aazaad,Rubika Liyaquat,
4852,"Gandhi, My Father",-2007.0,136 min,"Biography, Drama, History",7.3,"1,594",Feroz Abbas Khan,Akshaye Khanna,Darshan Jariwala,Shefali Shah
4853,Gandhigiri,-2016.0,128 min,Drama,4.6,56,Sanoj Mishra,Sanoj R. Mishra,Sanjay Mishra,Rishi Bhutani
4854,Gandhiji My Mentor,-2016.0,97 min,"Drama, History",7.6,29,Nilay Dave,Anil Pandey,Deepak Antani,Nilay Dave
4855,Gandhinagar 2nd Street,-1986.0,137 min,"Comedy, Family, Romance",7.6,741,Sathyan Anthikad,Mohanlal,Karthika,Sreenivasan
4856,Gandhi's Children,-2008.0,185 min,"Documentary, Drama",8.0,6,David MacDougall,,,
4857,Ganesh Chaturti,-1973.0,,Drama,,,Jamuna,N.T. Rama Rao,,
4858,Gang,-2000.0,152 min,"Action, Crime, Drama",6.1,225,Mazhar Khan,Jackie Shroff,Nana Patekar,Kumar Gaurav
4859,Gang of Ghosts,-2014.0,128 min,"Comedy, Horror",3.6,376,Satish Kaushik,Sharman Joshi,Mahie Gill,Asrani
4860,Gang of Littles,-2016.0,112 min,Drama,5.2,6,Vijay Kumar Mishra,Abhishek,Shehzad Khan,Viju Khote
4861,Ganga,-2006.0,102 min,"Action, Drama, Music",4.7,65,Abhishek Chhadha,Amitabh Bachchan,Hema Malini,Nagma
4862,Ganga,-1974.0,,Drama,,,Jagdev Bhambri,Abhi Bhattacharya,Som Dutt,Sona Mastan Mirza
4863,Ganga Akhir Ganga Hain,-1986.0,,Romance,,,Raja Bagla,Raja Bagla,Urmila Bhatt,C.S. Dubey
4864,Ganga Aur Geeta,-1979.0,,Action,,,M. Bahl,Anil Dhawan,Rakesh Roshan,Asha Singh
4865,Ganga Aur Ranga,-1994.0,,Action,3.2,8,Joginder Shelly,Sahila Chaddha,Suresh Chatwal,Anita Chopra
4866,Ganga Aur Suraj,-1980.0,157 min,Drama,6.4,17,A. Salaam,Sunil Dutt,Shashi Kapoor,Reena Roy
4867,Ganga Bani Shola,-1992.0,,"Action, Thriller",4.5,8,Kanti Shah,Firoz Irani,Jamuna,Goga Kapoor
4868,Ganga Bhavani,-1979.0,,Adventure,,,T. Prakash Rao,Gummadi,,
4869,Ganga Dacait,-2000.0,,Action,,,Kishan Shah,Sapna Sappu,Amit Pachori,Ishrat Ali
4870,Ganga Devi,-2012.0,,Drama,5.3,46,Abhishek Chhadha,Amitabh Bachchan,Jaya Bachchan,Vinay Bihari
4871,Ganga Dham,-1980.0,138 min,Action,,,B.S. Thapa,Nameeta Chandra,Arun Govil,Shakti Kapoor
4872,Ganga Jaisan Mai Hamar,-2004.0,147 min,Drama,,,Mohanji Prasad,Chandni,Diveyaa Dwivedi,Ravi Kishan
4873,Ganga Jamuna Ki Lalkaar,-1991.0,,Action,5.0,16,Kanti Shah,Shagufta Ali,Charan Dev,Goga Kapoor
4874,Ganga Ka Vachan,-1992.0,,Action,,,Gulshan Ashte,Avtar Gill,Gulshan Grover,Irshad Hashmi
4875,Ganga Ke God Mein,-1978.0,,Drama,,,,,,
4876,Ganga Ke Paar,-1985.0,,Drama,,,Shashi Bakshi,Master Bhagwan,Bharat Bhushan,Satish Kaul
4877,Ganga Ki Kasam,-1975.0,,"Action, Drama",,,Ranga B.S.,Master Bhagwan,Dev Dutt,Som Dutt
4878,Ganga Ki Kasam,-1998.0,,Drama,4.2,18,T.L.V. Prasad,Mithun Chakraborty,Jackie Shroff,Deepti Bhatnagar
4879,Ganga Ki Lahren,-1964.0,,Drama,6.5,30,Devi Sharma,Azra,Brahm Bhardwaj,Dharmendra
4880,Ganga Ki Saugand,-1978.0,142 min,"Action, Drama",5.4,146,Sultan Ahmed,Amitabh Bachchan,Rekha,Amjad Khan
4881,Ganga Kinare,-1986.0,,Drama,,,Asha Lata,Ravindra Mahajani,Namita,Prema Narayan
4882,Ganga Maang Rahi Balidan,-1981.0,,Action,,,Radhakant,Abhi Bhattacharya,Heena Kausar,Dev Kumar
4883,Ganga Maange Khoon,-1997.0,146 min,Action,,,S.R. Pratap,Shagufta Ali,Laxmikant Berde,Ajinkya Deo
4884,Ganga Maiya Tohri Mamta Mahan,-1998.0,,Drama,,,Kamaal Narvi,,,
4885,Ganga Maiyya,-1955.0,,,,,Chandrakant,Prem Adib,Sumitra Devi,Bipin Gupta
4886,Ganga Meri Maa,-1983.0,145 min,Drama,5.7,7,Shyam Ralhan,Vikas Anand,Birbal,Danny Denzongpa
4887,Ganga Sagar,-1978.0,,"Drama, Family, Fantasy",,,Ashish Kumar,Abhi Bhattacharya,Bela Bose,Trilok Kapoor
4888,Ganga Tera Pani Amrit,-1971.0,,Drama,4.9,11,Virendra Sinha,Navin Nischol,Yogeeta Bali,Nirupa Roy
4889,Ganga Tere Desh Mein,-1988.0,,Action,4.8,25,Vijay Reddy,Dharmendra,Jaya Prada,Shatrughan Sinha
4890,Ganga Teri Shakti Apaar,-1985.0,,Documentary,,,Muzaffar Ali,,,
4891,Gangaa Jamunaa Saraswathi,-1988.0,187 min,"Action, Drama, Romance",4.6,581,Manmohan Desai,Amitabh Bachchan,Mithun Chakraborty,Jaya Prada
4892,Gangaajal,-2003.0,157 min,"Action, Crime, Drama",7.8,"16,172",Prakash Jha,Ajay Devgn,Gracy Singh,Mohan Joshi
4893,Gangavataran,-1937.0,134 min,,6.7,11,Madhukar Bavdekar,Dhundiraj Govind Phalke,Chitnis,Suresh Pardesi
4894,Ganglords of 1985,,,Action,,,Rocky Khanna,Monica Dogra,Vivaan Shah,
4895,Gangobai,-2002.0,,Action,4.0,11,Jitendra Chawda,Prithvi,Satnam Kaur,Durgesh Nandni
4896,Gangoobai,-2013.0,110 min,"Drama, Family",7.3,296,Priya Krishnaswamy,Sarita Joshi,Purab Kohli,Mita Vashisht
4897,Gangotri,-2007.0,,"Action, Crime, Drama",5.8,33,Abhishek Chhadha,Amitabh Bachchan,Bhoomika Chawla,Manoj Tiwari
4898,Gangs of Bihar,,,Crime,,,Kumar Neeraj,Rajesh Sharma,Kumud Mishra,Mukesh Tiwari
4899,Gangs of Gamebaaz,,,Comedy,,,Yogesh Shahu,Razak Khan,Mushtaq Khan,Shehzad Khan
4900,Gangs of Malgudi,-2021.0,,Comedy,,,Guru Savan,Sanjay Mishra,Rohit Gupta,
4901,Gangs of North East,-2017.0,114 min,Thriller,,,Rupak Gogoi,Vivek Bora,Rewati Chetri,Fairy Priya Ahmed
4902,Gangs of Wasseypur,-2012.0,321 min,"Action, Comedy, Crime",8.2,"86,355",Anurag Kashyap,Manoj Bajpayee,Richa Chadha,Nawazuddin Siddiqui
4903,Gangster,-1994.0,,"Action, Drama, Thriller",5.1,59,Dev Anand,Mamta Kulkarni,Manu Gargi,Anita Ayoob
4904,Gangster,-2006.0,123 min,"Action, Crime, Drama",7.1,"5,645",Anurag Basu,Kangana Ranaut,Shiney Ahuja,Emraan Hashmi
4905,Gangu,-1962.0,,"Crime, Drama",,,Pramod Chakravorty,Sheikh Mukhtar,Chandrashekhar,Sulochana Latkar
4906,Gangubai Kathiawadi,-2021.0,,"Biography, Crime, Drama",,,Sanjay Leela Bhansali,Alia Bhatt,Ajay Devgn,Indira Tiwari
4907,Gangvaa,-1984.0,126 min,"Action, Drama",5.3,26,Rajasekhar,Rajinikanth,Shabana Azmi,Sarika
4908,Gangwar,-1992.0,,Action,,,Kodi Ramakrishna,Giri Babu,Brahmanandam,Ashok Kumar K.
4909,Ganit,-2019.0,,Drama,,,Prem Soni,,,
4910,Ganwaar,-1970.0,,"Drama, Family, Musical",5.9,40,Naresh Kumar,Vyjayanthimala,Rajendra Kumar,Nishi
4911,Gaon,-1947.0,,,,,Dwarka Khosla,Tiwari,,
4912,Gaon,-2018.0,124 min,Drama,5.3,106,Gautam Singh,Shadab Kamal,Neha Mahajan,Dibyendu Bhattacharya
4913,Gaon Hamara Shaher Tumhara,-1972.0,127 min,"Drama, Family, Romance",6.8,30,Naresh Kumar,Rajendra Kumar,Rekha,Sujit Kumar
4914,Gaon Ki Gori,-1945.0,,Drama,6.9,9,K. Amarnath,Noor Jehan,Durga Khote,Nazir
4915,Gaon Ki Kahani,-1953.0,,Documentary,,,Harisadhan Dasgupta,,,
4916,Garajna,-1991.0,,Action,5.7,28,K.R. Reddy,Annu Kapoor,Rishi Kapoor,Vinod Khanna
4917,Garam,-2005.0,102 min,Drama,4.5,30,Kanti Shah,Sapna Sappu,Imran,Tanveer
4918,Garam Chumban,-1995.0,,Thriller,,,Sajith Bahaskar,Heera,,
4919,Garam Coat,-1955.0,129 min,Drama,7.3,15,Amar Kumar,Nirupa Roy,Jayant,Rashid Khan
4920,Garam Dukaan,-2004.0,142 min,Thriller,6.0,12,Chandni Gupta,Afsan,Shah Gayaz Khan,
4921,Garam Hoth,-2002.0,89 min,Thriller,,,Bhavani,Arun Mathur,Anil Nagrath,Rohit Raj
4922,Garam Jawani,-1990.0,101 min,Thriller,,,Dinesh Salgia,Anuradha,Chitra,Jayamalini
4923,Garam Khoon,-1980.0,,Action,5.7,9,A. Salaam,Vinod Khanna,Sulakshana Pandit,Ajit
4924,Garam Masala,-1972.0,129 min,"Comedy, Musical, Action",5.8,68,Aspi Irani,Aruna Irani,Mehmood,Jeevan
4925,Garam Masala,-2005.0,146 min,Comedy,6.7,"14,431",Priyadarshan,Akshay Kumar,John Abraham,Paresh Rawal
4926,Garam Padosan,-2006.0,,Drama,,,Kanti Shah,Arun Verma,Imran,Priti
4927,Garam Raatien,-2003.0,,Thriller,,,,,,
4928,Garbage,-2018.0,105 min,"Drama, Thriller",3.4,950,Qaushiq Mukherjee,Tanmay Dhanania,Trimala Adhikari,Satarupa Das
4929,Garbh Gyan,-1981.0,,Drama,,,,,,
4930,Gardish,-1993.0,153 min,"Action, Crime, Drama",7.4,807,Priyadarshan,Jackie Shroff,Amrish Puri,Dimple Kapadia
4931,Garib,-1942.0,152 min,,,,Ramchandra Thakur,Surendra,Rose,Veena
4932,Garib Ka Lal,-1939.0,,,,,Kamlabai Gokhale,,,
4933,Garib Ki Duniya,-1934.0,,Drama,,,Keravala,Laxmi,,
4934,Garib Pariwar,-1936.0,,,,,Mohan Dayaram Bhavnani,Bibbo,,
4935,Garibi,-1949.0,,Musical,,,Geeta Bali,Usha Kiran,Nirupa Roy,
4936,Garibon Ka Daata,-1989.0,,Action,4.5,13,Ramesh Ahuja,Bhanupriya,Mithun Chakraborty,Uday Chandra
4937,Garibon Ka Daata,-2002.0,118 min,Thriller,,,Kishan Shah,Satnam Kaur,Anil Nagrath,Amit Pachori
4938,Garjjanam,-2009.0,,"Action, Crime, Drama",4.5,12,V.V. Ramana,Tottempudi Gopichand,Bhavana,Ashish Vidyarthi
4939,Garm Hava,-1974.0,146 min,Drama,8.1,689,M.S. Sathyu,Balraj Sahni,A.K. Hangal,Gita Siddharth
4940,Garma Garam,-1957.0,,"Adventure, Comedy",,,P.L. Santoshi,Agha,Nadira,Om Prakash
4941,Garma Garam,-2005.0,120 min,"Drama, Thriller",,,S.K. Prasad,Suchi Kumar,Rahul Manchanda,Trishna Pritam
4942,Gateway of India,-1957.0,,"Comedy, Crime, Drama",7.2,43,J. Om Prakash,Bharat Bhushan,Pradeep Kumar,Madhubala
4943,Gattu,-2011.0,90 min,Drama,7.3,398,Rajan Khosa,Naresh Sharma,Mohammad Samad,Jayanta Das
4944,Gauhar,-1953.0,,Family,,,Bina Rai,Rehman,,
4945,Gauna,-1950.0,,Drama,,,Amiya Chakrabarty,Usha Kiran,Wasti,Anoop Kumar
4946,Gauraiya,-2014.0,125 min,Crime,7.0,64,Rajesh Hans,Karamaveer Chaudhary,Karamveer Choudhary,Vijay Jora
4947,Gaurav Gupta: Market Down Hai,-2021.0,50 min,Comedy,7.5,226,Neville Shah,Gaurav Gupta,,
4948,Gauri,-1943.0,,,8.5,8,Kidar Nath Sharma,Monica Desai,Prithviraj Kapoor,Raj Kapoor
4949,Gauri,-1968.0,152 min,"Drama, Family",6.5,40,A. Bhimsingh,Sunil Dutt,Nutan,Sanjeev Kumar
4950,Gauri Puja,-1956.0,,Fantasy,,,Vinod Desai,Abhi Bhattacharya,Yashodra Katju,Lalita Pawar
4951,Gauri Shankar,-1958.0,150 min,,,,Raja Nene,Jeevan,Trilok Kapoor,Sulochana Latkar
4952,Gauri: The Unborn,-2007.0,98 min,"Drama, Horror, Thriller",3.5,109,Aku Akbar,Mohan Azaad,Anupam Kher,Atul Kulkarni
4953,Gauru: Journey of Courage,-2016.0,124 min,Family,8.8,85,Ramkishan Choyal,Jahangir Khan,Vedshree Rao,Ila Arun
4954,Gautam Govinda,-1979.0,131 min,"Action, Crime, Drama",6.0,58,Subhash Ghai,Shashi Kapoor,Shatrughan Sinha,Moushumi Chatterjee
4955,Gautam Govinda,-2002.0,119 min,Action,2.7,11,Gautam Verma,Ishrat Ali,Mithun Chakraborty,Pinky Chinoy
4956,Gautama the Buddha,-1967.0,,Documentary,7.4,9,Bimal Roy,,,
4957,Gawaah,-1979.0,,Thriller,,,A. Salaam,Ajit,Hiralal,Kamal Kapoor
4958,Gawaahi,-1989.0,111 min,Mystery,5.6,36,Anant Balani,Zeenat Aman,Vikram Gokhale,Ashutosh Gowariker
4959,Gawaiya,-1954.0,,"Drama, Family, Musical",,,H.P. Sharma,Surendra,Sulochana Latkar,Jeevan
4960,Gayab,-2004.0,138 min,"Drama, Fantasy, Thriller",4.2,781,Prawaal Raman,Tusshar Kapoor,Antara Mali,Raghuvir Yadav
4961,Gayatri Mahima,-1977.0,,Fantasy,,,Harsukh Jagneshwar Bhatt,Bharat Bhushan,Jayshree Gadkar,Ashish Kumar
4962,Gazi Diler,-1936.0,,,,,Navinchandra,,,
4963,Geet,-1944.0,,"Drama, Family",,,S.U. Sunny,Shahu Modak,Nirmala Devi,Amir Ali
4964,Geet,-1970.0,,"Action, Crime, Musical",7.1,98,Ramanand Sagar,Rajendra Kumar,Mala Sinha,Nasir Hussain
4965,Geet,-1992.0,151 min,Drama,5.9,56,Partho Ghosh,Avinash Wadhawan,Divya Bharti,Laxmikant Berde
4966,Geet Aur Aansoo,-1968.0,,Romance,,,,,,
4967,Geet Gaata Chal,-1975.0,130 min,"Comedy, Drama, Family",6.9,108,Hiren Nag,Sachin Pilgaonkar,Sarika,Urmila Bhatt
4968,Geet Gaaya Pattharon Ne,-1964.0,,"Drama, Musical, Romance",6.4,92,Shantaram Rajaram Vankudre,Jeetendra,Rajshree,Bharathi
4969,Geet Ganga,-1982.0,138 min,Drama,,,B.S. Thapa,Bindu,Arun Govil,Jeevan
4970,Geet Govind,-1947.0,,,,,David Abraham,,,
4971,Geet Mere Pyar Ka,-1986.0,,Romance,,,Jyothi,Asha Sharma,Hari Shukla,Anjan Srivastav
4972,Geet Milan Ke Gaate Rehenge,-1992.0,,Romance,,,Qamar Haji Puri,Narendra Bedi,Mohan Choti,Dilip Dhawan
4973,Geeta,-1940.0,164 min,,,,Parshwanath Yeshwant Altekar,Chandra Mohan,Durga Khote,Anant Marathe
4974,Geeta Bani Geet,-1978.0,,Drama,,,,,,
4975,Geeta Ki Saugandh,-1988.0,,Action,,,Reetu Raaj,Rajni Bala,Hemant Birje,Jamuna
4976,Geeta Mera Naam,-2000.0,93 min,Action,,,R. Mittal,Rajesh Mittal,Ramesh Goyal,Goga Kapoor
4977,Geetaa Mera Naam,-1974.0,,"Action, Drama, Thriller",6.9,57,Sadhana,Sunil Dutt,Sadhana,Feroz Khan
4978,Geetanjali,-1993.0,150 min,Drama,6.0,45,Shakti Samanta,Jeetendra,Rekha,Vijay Arora
4979,Geheraye,-1954.0,,Drama,,,,,,
4980,Gehra Daag,-1963.0,,"Crime, Drama, Romance",7.1,27,O.P. Ralhan,Rajendra Kumar,Mala Sinha,Madan Puri
4981,Gehra Raaz,-1996.0,,Horror,4.8,12,Ramesh Bedi,Salma Agha,Harbans Darshan M. Arora,Raj Babbar
4982,Gehra Raaz,-1971.0,,"Action, Mystery, Sci-Fi",,,Niranjan,Sheikh Mukhtar,Sujit Kumar,Sofia
4983,Gehra Zakhm,-1981.0,,"Drama, Family",,,Deepak Bahry,Vinod Mehra,Ranjeeta Kaur,Amjad Khan
4984,Gehrayee,-1980.0,135 min,"Drama, Horror",6.8,148,Vikas Desai,Aruna Raje,Shreeram Lagoo,Anant Nag
4985,Gehri Chaal,-1973.0,147 min,"Action, Crime, Thriller",5.4,127,C.V. Sridhar,Jeetendra,Hema Malini,Amitabh Bachchan
4986,Gehri Chaal: The Final Move,-2005.0,,Thriller,,,,,,
4987,"Gehu, Ganna aur Gun",,,,,,Sherlyn Chopra,,,
4988,Gemeni,-2002.0,,Action,6.2,6,Venkatesh Daggubati,Kalabhavan Mani,Namitha,
4989,Gemini,-2002.0,150 min,"Action, Comedy, Crime",6.1,910,Saran,Vikram,Kiran Rathod,Kalabhavan Mani
4990,Genesis,-1986.0,105 min,Drama,6.7,113,Mrinal Sen,Shabana Azmi,Naseeruddin Shah,Om Puri
4991,Genius,-2018.0,165 min,"Action, Thriller",5.3,"1,823",Anil Sharma,Utkarsh Sharma,Ishita Chauhan,Mithun Chakraborty
4992,Gentleman,-1989.0,139 min,"Comedy, Crime, Musical",4.9,42,Vinod K. Verma,Govinda,Anuradha Patel,Shakti Kapoor
4993,Gentleman Daku,-1937.0,,,,,Ram Daryani,Leela Chitnis,,
4994,Gentleman Daku,-1960.0,,Action,,,A. Shamsheer,Kamran,Shyam Kumar,Naazi
4995,Geraftaar,-1985.0,167 min,"Action, Drama",6.1,435,Prayag Raj,Kamal Haasan,Poonam Dhillon,Madhavi
4996,Get to the Sun,,,"Animation, Action, Adventure",,,Prashast Singh,Prashast Singh,,
4997,Ghaath,-2000.0,,"Crime, Drama, Thriller",4.7,141,Akashdeep,Manoj Bajpayee,Tabu,Om Puri
4998,Ghaav: The Wound,-2002.0,,"Action, Crime, Drama",5.4,16,Kumar Jay,Pankaj Berry,Rahul Bhatt,Seema Biswas
4999,Ghabrahat,-1989.0,,Horror,,,Kumar Bhatia,Dan Dhanoa,Satyendra Kapoor,Kiran Kumar
5000,Ghajini,-2008.0,186 min,"Action, Drama, Mystery",7.3,"57,604",A.R. Murugadoss,Aamir Khan,Asin Thottumkal,Jiah Khan
5001,Ghajini Returns,-2009.0,,Action,,,Vishwa Naidu,,,
5002,Ghajni,-1943.0,,Drama,,,Master Vinayak,,,
5003,Ghamand,-1955.0,,,,,Dharam Kumar,Raaj Kumar,Kamal Mehra,Murad
5004,Ghamandee,-1981.0,,Drama,4.8,13,Ramesh Bedi,Mithun Chakraborty,Chandrashekhar,Leena Das
5005,Ghamasaan,-2008.0,141 min,Action,,,Dinesh Chaudhary,Rajender Kashyap,Uttar Kumar,Taanya
5006,Ghanchakkar,-2013.0,137 min,"Comedy, Crime, Thriller",5.8,"4,797",Raj Kumar Gupta,Emraan Hashmi,Vidya Balan,Rajesh Sharma
5007,Ghanta Chori Ho Gaya,-2017.0,120 min,Comedy,,,Nirbhay Chaudhary,Nimai Bali,Shahbaaz Khan,Raghvendra Tiwari
5008,Ghanta the mystery bell,-2020.0,111 min,Comedy,,,Dinesh Kunder,Naveen Chaturvedi,Nikita Chhabariya,Amanpreet Satija
5009,Ghar,-1978.0,121 min,"Drama, Romance",7.0,192,Manik Chatterjee,Gulzar,Vinod Mehra,Rekha
5010,Ghar,-1945.0,,,,,V.M. Vyas,Iftekhar,Nawab,
5011,Ghar Aakir Ghar Hai,-1988.0,120 min,,,,Pawan Kuman,Sudhir Dalvi,Javed Khan,Neelam Mehra
5012,Ghar Aaya Mera Pardesi,-1993.0,,"Drama, Adventure, Action",4.7,13,Ravindra Peepat,Avinash Wadhawan,Varsha Usgaonkar,Bhagyashree
5013,Ghar Basake Dekho,-1963.0,139 min,"Comedy, Drama",5.8,16,Kishore Sahu,Manoj Kumar,Sudesh Kumar,Randhir
5014,Ghar Bazar,-1998.0,130 min,"Action, Crime, Drama",4.4,10,D.S. Azad,Shekhar Suman,Natasha Shailendra,Sharmila Tagore
5015,Ghar Damad,-2017.0,,Comedy,,,Lv Siva,Gullu Dada,Farukh Khan,Peerti Nigam
5016,Ghar Dwaar,-1985.0,153 min,Drama,7.1,42,Kalpataru,Tanuja,Sachin Pilgaonkar,Raj Kiran
5017,Ghar Ek Mandir,-1984.0,156 min,Drama,5.5,75,K. Bapaiah,Shashi Kapoor,Moushumi Chatterjee,Mithun Chakraborty
5018,Ghar Ek Mandir,-1988.0,155 min,Drama,,,Chandrakant Sangani,,,
5019,Ghar Ghar Ki Baat,-1959.0,,"Drama, Family",,,Ravindra Dave,Azra,Minoo Mumtaz,Suresh
5020,Ghar Ghar Ki Kahani,-1988.0,155 min,"Comedy, Drama",4.9,207,Kalpataru,Govinda,Farha Naaz,Rishi Kapoor
5021,Ghar Ghar Ki Kahani,-1970.0,120 min,"Drama, Family",7.6,67,T. Prakash Rao,Balraj Sahni,Nirupa Roy,Bharathi
5022,Ghar Ghar Ki Kahani,-1947.0,,"Drama, Family",,,Leela Chitnis,S.B. Nayampalli,,
5023,Ghar Ghar Mein Diwali,-1955.0,,"Crime, Drama, Mystery",,,Gajanan Jagirdar,Gajanan Jagirdar,Shyama,Sajjan
5024,Ghar Grihasti,-1958.0,,"Drama, Family",,,Gunjal,Balraj Sahni,Shanta Hublikar,Randhir
5025,Ghar Grihasti,-2004.0,142 min,"Drama, Family",4.0,130,Mahesh Tillekar,Aishwarya Narkar,Sulabha Arya,Sajid Sheikh
5026,Ghar Ho To Aisa,-1990.0,155 min,Drama,6.0,360,Kalpataru,Anil Kapoor,Meenakshi Sheshadri,Raj Kiran
5027,Ghar Jamai,-1992.0,148 min,"Comedy, Family",5.8,25,Arun Bhatt,Rita Bhaduri,Birbal,Mithun Chakraborty
5028,Ghar Jamai,-1935.0,155 min,,,,Homi Master,Heera,Noor Jehan,Amoo
5029,Ghar Ka Chiraag,-1989.0,158 min,Drama,5.9,65,Sikander Bharti,Rajesh Khanna,Neelam Kothari,Chunky Panday
5030,Ghar Ka Chirag,-1967.0,157 min,Drama,6.6,13,Jagdev Bhambri,Abhi Bhattacharya,Biswajit Chatterjee,Dharmendra
5031,Ghar Ka Kanoon,-1995.0,,Drama,,,Anamika,Rakesh Bedi,Suraj Chaddha,A.K. Hangal
5032,Ghar ka Raakshas by Deep Jyoti,-2018.0,,Comedy,,,Ranjan Mistry,Deep Jyoti,,
5033,Ghar Ka Sukh,-1987.0,94 min,"Drama, Family",6.6,11,Kalpataru,Shoma Anand,Bharat Bhushan,Sudhir Dalvi
5034,Ghar Ki Bahu,-1947.0,,,,,G.K. Devare,N.G. Devare,,
5035,Ghar Ki Izzat,-1948.0,136 min,"Drama, Family",5.7,24,Ram Daryani,Mumtaz Shanti,Jeevan,Gope
5036,Ghar Ki Izzat,-1994.0,,"Comedy, Drama",4.7,57,Kalpataru,Jeetendra,Rishi Kapoor,Anita Raj
5037,Ghar Ki Laaj,-1979.0,,Drama,,,B.R. Ishara,Sanjeev Kumar,Moushumi Chatterjee,Kishore Jariwala
5038,Ghar Ki Laaj,-1993.0,,,,,Kalpataru,,,
5039,Ghar Ki Laaj,-1941.0,,,,,Jagdish Sethi,,,
5040,Ghar Ki Laaj,-1960.0,,"Drama, Family",3.8,5,V.M. Vyas,Sohrab Modi,Feroz Khan,Nirupa Roy
5041,Ghar Ki Lakshmi,-1931.0,,,,,Kanjibhai Rathod,Ghaznavi,Rampiary,
5042,Ghar Ki Laxmi,-1990.0,,,,,Kalpana Divan,Anand Raj,Rajshri,Kirti Rawal
5043,Ghar Ki Rani,-1940.0,161 min,,,,Master Vinayak,Master Vinayak,Meenaxi,Baburao Pendharkar
5044,Ghar Ki Shobha,-1944.0,,,,,Harshadrai Sakerlal Mehta,Ramesh Saigal,,
5045,Ghar Mein Ho Sali To Pura Saal Diwali,-2001.0,,Comedy,,,Sanjeevani Gupta,Anil Nagrath,Amit Pachori,Aman Sagar
5046,Ghar Mein Raam Gali Mein Shyam,-1996.0,,Comedy,5.3,12,Venkatesh Daggubati,Soundarya,Vineetha,
5047,Ghar Mein Ram Gali Mein Shyam,-1988.0,136 min,"Drama, Family, Action",4.7,43,Subhash Sonik,Beena Banerjee,Rita Bhaduri,Govinda
5048,Ghar Pardes,-2009.0,,"Drama, Musical",,,Vimal Reddy,Duong Do,Pritash Dutt,Anila Kumar
5049,Ghar Parivaar,-1991.0,,Drama,4.9,38,Mohanji Prasad,Rajesh Khanna,Rishi Kapoor,Raj Kiran
5050,Ghar Pe Bataao,-2021.0,72 min,Drama,7.6,43,Neshu Saluja,Saurabh Goyal,Priyanka Sonawane Hedau,
5051,Ghar Sansar,-1986.0,,"Comedy, Drama",5.2,64,K. Bapaiah,Jeetendra,Sridevi,Kader Khan
5052,Ghar Sansar,-1942.0,,,,,V.M. Vyas,Sardar Akhtar,Jehanara Kajjan,Zahoor Shah
5053,Ghar Sansar,-1958.0,,"Drama, Family",6.8,21,V.M. Vyas,Balraj Sahni,Nargis,Rajendra Kumar
5054,Gharaksharangal,-2000.0,,Drama,,,Salim Padiyath,,,
5055,Gharana,-1961.0,154 min,"Comedy, Drama, Family",7.1,53,S.S. Vasan,Rajendra Kumar,Raaj Kumar,Bipin Gupta
5056,Gharana,-1989.0,,Drama,5.3,70,K. Ravi Shankar,Shreeram Lagoo,Tanuja,Rishi Kapoor
5057,Gharaonda,-1977.0,141 min,"Drama, Romance",6.9,196,Bhimsain,Amol Palekar,Zarina Wahab,Sadhu Meher
5058,Gharbaar,-1953.0,,,,,Dinkar D. Patil,,,
